1509463335.363297,6370.00000,6354.45,6350.9
1509463338.916264,6370.00000,6362.39,6350.9
1509463341.455324,6365.00000,6362.39,6350.9
1509463342.893047,6365.00000,6362.39,6350.9
1509463345.705698,6365.00000,6362.39,6350.9
1509463347.207551,6365.00000,6362.39,6352
1509463351.536657,6370.00000,6362.39,6352
1509463354.129061,6370.00000,6362.39,6352
1509463356.921428,6370.00000,6362.83,6352.8
1509463359.15551,6370.00000,6362.83,6352.8
1509463362.010648,6370.00000,6362.83,6352.8
1509463365.237404,6370.00000,6362.83,6352.8
1509463368.091212,6370.00000,6362.83,6355.2
1509463369.503892,6370.00000,6362.83,6355.2
1509463372.076466,6370.00000,6362.83,6355.2
1509463374.798193,6370.00000,6363.76,6355.2
1509463377.846237,6370.00000,6363.76,6355.4
1509463379.819383,6370.00000,6363.76,6355.4
1509463381.62758,6368.20000,6363.76,6355.4
1509463383.082085,6368.20000,6363.76,6355.4
1509463385.94107,6368.20000,6363.76,6355.4
1509463389.767748,6368.20000,6363.76,6355.4
1509463393.021492,6367.40000,6363.76,6355.4
1509463396.430062,6370.00000,6363.76,6355.4
1509463399.007017,6365.60000,6363.76,6355.4
1509463404.202418,6365.60000,6363.76,6355.4
1509463406.686611,6365.00000,6363.76,6355.4
1509463408.158254,6365.00000,6363.76,6355.4
1509463410.835341,6365.00000,6363.76,6355.4
1509463412.326386,6365.00000,6363.76,6355.4
1509463416.342866,6365.00000,6363.76,6355.4
1509463419.255503,6365.00000,6363.76,6355.4
1509463421.803663,6365.00000,6363.76,6355.4
1509463424.244682,6365.00000,6363.76,6355.4
1509463428.168074,6365.00000,6363.76,6355.4
1509463431.162718,6365.00000,6363.76,6355.4
1509463433.809875,6365.00000,6365.00,6355.4
1509463435.32701,6365.00000,6365.00,6355.4
1509463437.589259,6365.00000,6365.00,6355.4
1509463439.517815,6365.00000,6365.00,6355.4
1509463442.658049,6365.00000,6365.00,6355.4
1509463444.263341,6365.00000,6365.00,6355.4
1509463447.173448,6358.00000,6365.00,6359.4
1509463450.656372,6365.00000,6365.00,6359.4
1509463455.122417,6365.00000,6365.00,6359.4
1509463459.066743,6367.70000,6365.00,6359.4
1509463463.039484,6368.00000,6365.00,6359.4
1509463466.797186,6370.40000,6365.00,6359.4
1509463468.372941,6370.40000,6365.00,6366.4
1509463472.221646,6370.40000,6382.09,6366.4
1509463476.011995,6371.10000,6382.09,6366.4
1509463480.406909,6368.00000,6382.09,6372.9
1509463483.00109,6368.00000,6382.09,6372.9
1509463485.786955,6368.00000,6382.09,6372.9
1509463487.658244,6368.00000,6382.09,6382
1509463492.454657,6368.00000,6382.09,6382
1509463495.22277,6371.10000,6384.03,6382
1509463498.334417,6375.00000,6384.03,6382.4
1509463500.091947,6375.00000,6384.03,6382.4
1509463503.353087,6375.00000,6384.03,6382.4
1509463506.385926,6375.00000,6384.03,6382.4
1509463507.962502,6375.00000,6384.03,6385.4
1509463511.304977,6371.00000,6389.00,6385.4
1509463514.83669,6371.00000,6389.00,6385.4
1509463520.290961,6371.00000,6389.00,6386.5
